ISO3_origen,ISO3_destino,anio,cantidad
BLR,UGA,1970,0
BLR,UKR,1970,367421
BLR,ARE,1970,0
BLR,GBR,1970,114
BLR,USA,1970,35508
BLR,URY,1970,4
BLR,UZB,1970,15753
BLR,VUT,1970,0
BLR,VEN,1970,2
BLR,VNM,1970,0
BLR,VIR,1970,0
BLR,VGB,1970,0
BLR,WLF,1970,0
BLR,PSE,1970,8
BLR,YEM,1970,5
BLR,ZMB,1970,0
BLR,ZWE,1970,4
BEL,AFG,1970,0
BEL,ALB,1970,0
BEL,DZA,1970,60
BEL,ASM,1970,0
BEL,AND,1970,33
BEL,AGO,1970,61
BEL,AIA,1970,0
BEL,ATG,1970,0
BEL,ARG,1970,961
BEL,ARM,1970,0
BEL,ABW,1970,0
BEL,AUS,1970,3563
BEL,AUT,1970,1067
BEL,AZE,1970,0
BEL,BHS,1970,28
BEL,BHR,1970,2
BEL,BGD,1970,0
BEL,BRB,1970,0
BEL,BLR,1970,0
BEL,BEL,1970,0
BEL,BLZ,1970,0
BEL,BEN,1970,0
BEL,BMU,1970,10
BEL,BTN,1970,1
BEL,BOL,1970,68
BEL,BIH,1970,41
BEL,BWA,1970,2
BEL,BRA,1970,26
BEL,BRN,1970,0
BEL,BGR,1970,14
BEL,BFA,1970,1
BEL,BDI,1970,968
BEL,KHM,1970,10
BEL,CMR,1970,364
BEL,CAN,1970,25157
BEL,CPV,1970,0
BEL,CYM,1970,0
BEL,CAF,1970,102
BEL,TCD,1970,32
BEL,CHI,1970,0
BEL,CHL,1970,508
BEL,CHN,1970,4
BEL,COL,1970,315
BEL,COM,1970,2
BEL,COD,1970,150557
BEL,COG,1970,642
BEL,COK,1970,0
BEL,CRI,1970,23
BEL,CIV,1970,10
BEL,HRV,1970,360
BEL,CUB,1970,8
BEL,CYP,1970,2
BEL,CZE,1970,16
BEL,DNK,1970,332
BEL,DJI,1970,4
BEL,DMA,1970,0
BEL,DOM,1970,143
BEL,ECU,1970,15
BEL,EGY,1970,84
BEL,SLV,1970,39
BEL,GNQ,1970,20
BEL,ERI,1970,8
BEL,EST,1970,0
BEL,ETH,1970,1659
BEL,FRO,1970,17
BEL,FLK,1970,0
BEL,FJI,1970,8
BEL,FIN,1970,148
BEL,FRA,1970,159945
BEL,GUF,1970,1
BEL,PYF,1970,2
BEL,GAB,1970,132
BEL,GMB,1970,82
BEL,GEO,1970,0
BEL,DEU,1970,12869
BEL,GHA,1970,4
BEL,GIB,1970,3
BEL,GRC,1970,243
BEL,GRL,1970,0
BEL,GRD,1970,0
BEL,GLP,1970,3
BEL,GUM,1970,6
BEL,GTM,1970,35
BEL,GIN,1970,3
BEL,GNB,1970,0
BEL,GUY,1970,7
BEL,HTI,1970,0
BEL,HND,1970,4
BEL,HKG,1970,24
BEL,HUN,1970,506
BEL,ISL,1970,11
BEL,IND,1970,1
BEL,IDN,1970,31
BEL,IRN,1970,1
BEL,IRQ,1970,8
BEL,IRL,1970,228
BEL,IMN,1970,0
BEL,ISR,1970,55
BEL,ITA,1970,16449
BEL,JAM,1970,0
BEL,JPN,1970,8
BEL,JOR,1970,26
BEL,KAZ,1970,0
BEL,KEN,1970,108
BEL,KIR,1970,0
BEL,PRK,1970,0
BEL,KOR,1970,1
BEL,XKX,1970,0
BEL,KWT,1970,25
BEL,KGZ,1970,0
BEL,LAO,1970,2
BEL,LVA,1970,0
BEL,LBN,1970,0
BEL,LSO,1970,31
BEL,LBR,1970,3
BEL,LBY,1970,12
BEL,LIE,1970,0
BEL,LTU,1970,0
BEL,LUX,1970,6415
BEL,MAC,1970,0
BEL,MKD,1970,71
BEL,MDG,1970,38
BEL,MWI,1970,9
BEL,MYS,1970,2
BEL,MDV,1970,0
BEL,MLI,1970,0
BEL,MLT,1970,0
BEL,MHL,1970,0
BEL,MTQ,1970,2
BEL,MRT,1970,0
BEL,MUS,1970,40
BEL,MYT,1970,0
BEL,MEX,1970,131
BEL,FSM,1970,6
BEL,MDA,1970,0
BEL,MCO,1970,320
BEL,MNG,1970,0
BEL,MNE,1970,0
BEL,MSR,1970,0
BEL,MAR,1970,7
BEL,MOZ,1970,23
BEL,MMR,1970,10
BEL,NAM,1970,75
BEL,NRU,1970,0
BEL,NPL,1970,0
BEL,NLD,1970,13035
BEL,ANT,1970,0
BEL,NCL,1970,1
BEL,NZL,1970,233
BEL,NIC,1970,34
BEL,NER,1970,28
BEL,NGA,1970,45
BEL,NIU,1970,0
BEL,NFK,1970,0
BEL,MNP,1970,0
BEL,NOR,1970,373
BEL,OMN,1970,1
BEL,PAK,1970,4
BEL,PLW,1970,0
BEL,PAN,1970,21
BEL,PNG,1970,27
BEL,PRY,1970,7
BEL,PER,1970,417
BEL,PHL,1970,317
BEL,POL,1970,140
BEL,PRT,1970,222
BEL,PRI,1970,2
BEL,QAT,1970,4
BEL,REU,1970,0
BEL,ROU,1970,623
BEL,RUS,1970,0
BEL,RWA,1970,2257
BEL,SHN,1970,0
BEL,SPM,1970,0
BEL,WSM,1970,0
BEL,SMR,1970,4
BEL,STP,1970,7
BEL,SAU,1970,9
BEL,SEN,1970,0
BEL,SRB,1970,0
BEL,SCG,1970,393
BEL,SYC,1970,5
BEL,SLE,1970,0
BEL,SGP,1970,1
BEL,SVK,1970,6
BEL,SVN,1970,104
BEL,SLB,1970,0
BEL,SOM,1970,11
BEL,ZAF,1970,3379
BEL,ESP,1970,8396
BEL,LKA,1970,0
BEL,KNA,1970,0
BEL,LCA,1970,0
BEL,VCT,1970,0
BEL,SDN,1970,115
BEL,SUR,1970,0
BEL,SWZ,1970,10
BEL,SWE,1970,139
BEL,CHE,1970,4658
BEL,SYR,1970,40
BEL,TWN,1970,0
BEL,TJK,1970,0
BEL,TZA,1970,220
BEL,THA,1970,78
BEL,TLS,1970,0
BEL,TGO,1970,43
BEL,TKL,1970,0
BEL,TON,1970,0
BEL,TTO,1970,3
BEL,TUN,1970,427
BEL,TUR,1970,1699
BEL,TKM,1970,0
BEL,TCA,1970,0
BEL,TUV,1970,0
BEL,UGA,1970,60
BEL,UKR,1970,0
BEL,ARE,1970,5
BEL,GBR,1970,11693
BEL,USA,1970,49050
BEL,URY,1970,39
BEL,UZB,1970,0
BEL,VUT,1970,0
BEL,VEN,1970,529
BEL,VNM,1970,0
BEL,VIR,1970,2
BEL,VGB,1970,0
BEL,WLF,1970,0
BEL,PSE,1970,33
BEL,YEM,1970,21
BEL,ZMB,1970,18
BEL,ZWE,1970,171
BLZ,AFG,1970,0
BLZ,ALB,1970,0
BLZ,DZA,1970,0
BLZ,ASM,1970,0
BLZ,AND,1970,0
BLZ,AGO,1970,0
BLZ,AIA,1970,1
BLZ,ATG,1970,3
BLZ,ARG,1970,5
BLZ,ARM,1970,0
BLZ,ABW,1970,5
BLZ,AUS,1970,11
BLZ,AUT,1970,1
BLZ,AZE,1970,0
BLZ,BHS,1970,51
BLZ,BHR,1970,0
BLZ,BGD,1970,0
BLZ,BRB,1970,8
BLZ,BLR,1970,0
BLZ,BEL,1970,0
BLZ,BLZ,1970,0
BLZ,BEN,1970,0
BLZ,BMU,1970,8
BLZ,BTN,1970,0
BLZ,BOL,1970,15
BLZ,BIH,1970,0
BLZ,BWA,1970,0
BLZ,BRA,1970,79
BLZ,BRN,1970,0
BLZ,BGR,1970,0
BLZ,BFA,1970,0
BLZ,BDI,1970,0
BLZ,KHM,1970,0
BLZ,CMR,1970,0
BLZ,CAN,1970,413
BLZ,CPV,1970,0
BLZ,CYM,1970,32
BLZ,CAF,1970,0
BLZ,TCD,1970,0
BLZ,CHI,1970,0
BLZ,CHL,1970,15
BLZ,CHN,1970,0
BLZ,COL,1970,5
BLZ,COM,1970,0
BLZ,COD,1970,0
BLZ,COG,1970,0
BLZ,COK,1970,0
BLZ,CRI,1970,0
BLZ,CIV,1970,0
BLZ,HRV,1970,0
BLZ,CUB,1970,22
BLZ,CYP,1970,0
BLZ,CZE,1970,0
BLZ,DNK,1970,6
BLZ,DJI,1970,0
BLZ,DMA,1970,2
BLZ,DOM,1970,120
BLZ,ECU,1970,2
BLZ,EGY,1970,0
BLZ,SLV,1970,1
BLZ,GNQ,1970,0
BLZ,ERI,1970,0
BLZ,EST,1970,0
BLZ,ETH,1970,0
BLZ,FRO,1970,0
BLZ,FLK,1970,0
BLZ,FJI,1970,0
BLZ,FIN,1970,7
BLZ,FRA,1970,75
BLZ,GUF,1970,46
BLZ,PYF,1970,0
BLZ,GAB,1970,0
BLZ,GMB,1970,0
BLZ,GEO,1970,0
BLZ,DEU,1970,0
BLZ,GHA,1970,0
BLZ,GIB,1970,0
BLZ,GRC,1970,0
BLZ,GRL,1970,0
BLZ,GRD,1970,4
BLZ,GLP,1970,3
BLZ,GUM,1970,0
BLZ,GTM,1970,1054
BLZ,GIN,1970,0
BLZ,GNB,1970,0
BLZ,GUY,1970,3
BLZ,HTI,1970,2
BLZ,HND,1970,21
BLZ,HKG,1970,0
BLZ,HUN,1970,13
BLZ,ISL,1970,0
BLZ,IND,1970,0
BLZ,IDN,1970,0
BLZ,IRN,1970,0
BLZ,IRQ,1970,0
BLZ,IRL,1970,4
BLZ,IMN,1970,0
BLZ,ISR,1970,0
BLZ,ITA,1970,2
BLZ,JAM,1970,392
BLZ,JPN,1970,0
BLZ,JOR,1970,0
BLZ,KAZ,1970,0
BLZ,KEN,1970,0
BLZ,KIR,1970,0
BLZ,PRK,1970,0
BLZ,KOR,1970,0
BLZ,XKX,1970,0
BLZ,KWT,1970,0
BLZ,KGZ,1970,0
BLZ,LAO,1970,0
BLZ,LVA,1970,0
BLZ,LBN,1970,0
BLZ,LSO,1970,0
BLZ,LBR,1970,4
BLZ,LBY,1970,0
BLZ,LIE,1970,0
BLZ,LTU,1970,0
BLZ,LUX,1970,0
BLZ,MAC,1970,0
BLZ,MKD,1970,0
BLZ,MDG,1970,0
BLZ,MWI,1970,0
BLZ,MYS,1970,0
BLZ,MDV,1970,0
BLZ,MLI,1970,0
BLZ,MLT,1970,0
BLZ,MHL,1970,0
BLZ,MTQ,1970,0
BLZ,MRT,1970,0
BLZ,MUS,1970,0
BLZ,MYT,1970,0
BLZ,MEX,1970,1237
BLZ,FSM,1970,0
BLZ,MDA,1970,0
BLZ,MCO,1970,0
BLZ,MNG,1970,0
BLZ,MNE,1970,0
BLZ,MSR,1970,0
BLZ,MAR,1970,0
BLZ,MOZ,1970,0
BLZ,MMR,1970,0
BLZ,NAM,1970,0
BLZ,NRU,1970,0
BLZ,NPL,1970,0
BLZ,NLD,1970,0
BLZ,ANT,1970,16
BLZ,NCL,1970,0
BLZ,NZL,1970,0
BLZ,NIC,1970,38
BLZ,NER,1970,0
BLZ,NGA,1970,2
BLZ,NIU,1970,0
BLZ,NFK,1970,0
BLZ,MNP,1970,0
BLZ,NOR,1970,3
BLZ,OMN,1970,0
BLZ,PAK,1970,0
BLZ,PLW,1970,0
BLZ,PAN,1970,118
BLZ,PNG,1970,0
BLZ,PRY,1970,0
BLZ,PER,1970,4
BLZ,PHL,1970,0
BLZ,POL,1970,0
BLZ,PRT,1970,0
BLZ,PRI,1970,14
BLZ,QAT,1970,0
BLZ,REU,1970,0
BLZ,ROU,1970,0
BLZ,RUS,1970,0
BLZ,RWA,1970,0
BLZ,SHN,1970,0
BLZ,SPM,1970,0
BLZ,WSM,1970,0
BLZ,SMR,1970,0
BLZ,STP,1970,0
BLZ,SAU,1970,0
BLZ,SEN,1970,0
BLZ,SRB,1970,0
BLZ,SCG,1970,2
BLZ,SYC,1970,0
BLZ,SLE,1970,0
BLZ,SGP,1970,0
BLZ,SVK,1970,0
BLZ,SVN,1970,0
BLZ,SLB,1970,0
BLZ,SOM,1970,0
BLZ,ZAF,1970,3
BLZ,ESP,1970,113
BLZ,LKA,1970,0
BLZ,KNA,1970,0
BLZ,LCA,1970,2
BLZ,VCT,1970,0
BLZ,SDN,1970,0
BLZ,SUR,1970,8
BLZ,SWZ,1970,0
BLZ,SWE,1970,11
BLZ,CHE,1970,0
BLZ,SYR,1970,0
BLZ,TWN,1970,0
BLZ,TJK,1970,0
BLZ,TZA,1970,0
BLZ,THA,1970,0
BLZ,TLS,1970,0
BLZ,TGO,1970,0
BLZ,TKL,1970,0
BLZ,TON,1970,0
BLZ,TTO,1970,111
BLZ,TUN,1970,0
BLZ,TUR,1970,0
BLZ,TKM,1970,0
BLZ,TCA,1970,0
BLZ,TUV,1970,0
BLZ,UGA,1970,0
BLZ,UKR,1970,0
BLZ,ARE,1970,0
BLZ,GBR,1970,15557
BLZ,USA,1970,10456
BLZ,URY,1970,4
BLZ,UZB,1970,0
BLZ,VUT,1970,0
BLZ,VEN,1970,0
BLZ,VNM,1970,0
BLZ,VIR,1970,0
BLZ,VGB,1970,0
BLZ,WLF,1970,0
BLZ,PSE,1970,0
BLZ,YEM,1970,0
BLZ,ZMB,1970,0
BLZ,ZWE,1970,0
BEN,AFG,1970,1
BEN,ALB,1970,0
BEN,DZA,1970,0
BEN,ASM,1970,0
BEN,AND,1970,0
BEN,AGO,1970,0
BEN,AIA,1970,0
BEN,ATG,1970,0
BEN,ARG,1970,0
BEN,ARM,1970,0
BEN,ABW,1970,0
BEN,AUS,1970,2
BEN,AUT,1970,9
BEN,AZE,1970,0
BEN,BHS,1970,0
BEN,BHR,1970,0
BEN,BGD,1970,4
BEN,BRB,1970,0
BEN,BLR,1970,0
BEN,BEL,1970,17
BEN,BLZ,1970,0
BEN,BEN,1970,0
BEN,BMU,1970,0
BEN,BTN,1970,0
BEN,BOL,1970,0
BEN,BIH,1970,0
BEN,BWA,1970,0
BEN,BRA,1970,0
BEN,BRN,1970,0
BEN,BGR,1970,1
BEN,BFA,1970,1222
BEN,BDI,1970,3
BEN,KHM,1970,0
BEN,CMR,1970,707
BEN,CAN,1970,66
BEN,CPV,1970,201
BEN,CYM,1970,0
BEN,CAF,1970,56
BEN,TCD,1970,8
BEN,CHI,1970,0
BEN,CHL,1970,0
BEN,CHN,1970,0
BEN,COL,1970,0
BEN,COM,1970,0
BEN,COD,1970,3438
BEN,COG,1970,1021
BEN,COK,1970,0
BEN,CRI,1970,0
BEN,CIV,1970,30874
BEN,HRV,1970,0
BEN,CUB,1970,0
BEN,CYP,1970,10
BEN,CZE,1970,0
BEN,DNK,1970,0
BEN,DJI,1970,12
BEN,DMA,1970,0
BEN,DOM,1970,5
BEN,ECU,1970,0
BEN,EGY,1970,11
BEN,SLV,1970,0
BEN,GNQ,1970,0
BEN,ERI,1970,8
BEN,EST,1970,0
BEN,ETH,1970,564
BEN,FRO,1970,0
BEN,FLK,1970,0
BEN,FJI,1970,0
BEN,FIN,1970,0
BEN,FRA,1970,672
BEN,GUF,1970,0
BEN,PYF,1970,0
BEN,GAB,1970,4362
BEN,GMB,1970,18
BEN,GEO,1970,0
BEN,DEU,1970,71
BEN,GHA,1970,11013
BEN,GIB,1970,0
BEN,GRC,1970,35
BEN,GRL,1970,0
BEN,GRD,1970,0
BEN,GLP,1970,1
BEN,GUM,1970,0
BEN,GTM,1970,0
BEN,GIN,1970,115
BEN,GNB,1970,3
BEN,GUY,1970,0
BEN,HTI,1970,0
BEN,HND,1970,0
BEN,HKG,1970,6
BEN,HUN,1970,17
BEN,ISL,1970,0
BEN,IND,1970,448
BEN,IDN,1970,0
BEN,IRN,1970,0
BEN,IRQ,1970,0
BEN,IRL,1970,2
BEN,IMN,1970,0
BEN,ISR,1970,0
BEN,ITA,1970,77
BEN,JAM,1970,0
BEN,JPN,1970,0
BEN,JOR,1970,0
BEN,KAZ,1970,0
BEN,KEN,1970,0
BEN,KIR,1970,0
BEN,PRK,1970,0
BEN,KOR,1970,0
BEN,XKX,1970,0
BEN,KWT,1970,0
BEN,KGZ,1970,0
BEN,LAO,1970,0
BEN,LVA,1970,0
BEN,LBN,1970,0
BEN,LSO,1970,0
BEN,LBR,1970,42
BEN,LBY,1970,0
BEN,LIE,1970,0
BEN,LTU,1970,0
BEN,LUX,1970,0
BEN,MAC,1970,0
BEN,MKD,1970,0
BEN,MDG,1970,8
BEN,MWI,1970,0
BEN,MYS,1970,0
BEN,MDV,1970,0
BEN,MLI,1970,1459
BEN,MLT,1970,0
BEN,MHL,1970,0
BEN,MTQ,1970,2
BEN,MRT,1970,71
BEN,MUS,1970,0
BEN,MYT,1970,1
BEN,MEX,1970,0
BEN,FSM,1970,0
BEN,MDA,1970,0
BEN,MCO,1970,1
BEN,MNG,1970,0
BEN,MNE,1970,0
BEN,MSR,1970,0
BEN,MAR,1970,0
BEN,MOZ,1970,0
BEN,MMR,1970,0
BEN,NAM,1970,0
BEN,NRU,1970,0
BEN,NPL,1970,1
BEN,NLD,1970,0
BEN,ANT,1970,0
BEN,NCL,1970,0
BEN,NZL,1970,0
BEN,NIC,1970,0
BEN,NER,1970,5764
BEN,NGA,1970,25911
BEN,NIU,1970,0
BEN,NFK,1970,0
BEN,MNP,1970,0
BEN,NOR,1970,0
BEN,OMN,1970,0
BEN,PAK,1970,27
BEN,PLW,1970,0
BEN,PAN,1970,0
BEN,PNG,1970,0
BEN,PRY,1970,0
BEN,PER,1970,0
BEN,PHL,1970,0
BEN,POL,1970,0
BEN,PRT,1970,0
BEN,PRI,1970,0
BEN,QAT,1970,0
BEN,REU,1970,0
BEN,ROU,1970,0
BEN,RUS,1970,0
BEN,RWA,1970,3
BEN,SHN,1970,0
BEN,SPM,1970,0
BEN,WSM,1970,0
BEN,SMR,1970,0
BEN,STP,1970,0
BEN,SAU,1970,0
BEN,SEN,1970,301
BEN,SRB,1970,0
BEN,SCG,1970,1
BEN,SYC,1970,0
BEN,SLE,1970,204
BEN,SGP,1970,0
BEN,SVK,1970,0
BEN,SVN,1970,0
BEN,SLB,1970,0
BEN,SOM,1970,11
BEN,ZAF,1970,4
BEN,ESP,1970,0
BEN,LKA,1970,0
BEN,KNA,1970,0
BEN,LCA,1970,0
BEN,VCT,1970,0
BEN,SDN,1970,645
BEN,SUR,1970,0
BEN,SWZ,1970,0
BEN,SWE,1970,6
BEN,CHE,1970,12
BEN,SYR,1970,0
BEN,TWN,1970,0
BEN,TJK,1970,0
BEN,TZA,1970,1
BEN,THA,1970,0
BEN,TLS,1970,0
BEN,TGO,1970,56908
BEN,TKL,1970,0
BEN,TON,1970,0
BEN,TTO,1970,0
BEN,TUN,1970,0
BEN,TUR,1970,0
BEN,TKM,1970,0
BEN,TCA,1970,0
BEN,TUV,1970,0
BEN,UGA,1970,30
BEN,UKR,1970,0
BEN,ARE,1970,0
BEN,GBR,1970,117
BEN,USA,1970,48
BEN,URY,1970,0
BEN,UZB,1970,0
BEN,VUT,1970,0
BEN,VEN,1970,0
BEN,VNM,1970,0
BEN,VIR,1970,0
BEN,VGB,1970,0
BEN,WLF,1970,0
BEN,PSE,1970,0
BEN,YEM,1970,0
BEN,ZMB,1970,0
BEN,ZWE,1970,22
BMU,AFG,1970,0
BMU,ALB,1970,0
BMU,DZA,1970,0
BMU,ASM,1970,0
BMU,AND,1970,0
BMU,AGO,1970,0
BMU,AIA,1970,0
BMU,ATG,1970,0
BMU,ARG,1970,0
BMU,ARM,1970,0
BMU,ABW,1970,2
BMU,AUS,1970,62
BMU,AUT,1970,0
BMU,AZE,1970,0
BMU,BHS,1970,70
BMU,BHR,1970,0
BMU,BGD,1970,0
BMU,BRB,1970,2
BMU,BLR,1970,0
BMU,BEL,1970,0
BMU,BLZ,1970,0
BMU,BEN,1970,0
BMU,BMU,1970,0
BMU,BTN,1970,0
BMU,BOL,1970,0
BMU,BIH,1970,0
BMU,BWA,1970,0
BMU,BRA,1970,0
BMU,BRN,1970,0
BMU,BGR,1970,0
BMU,BFA,1970,0
BMU,BDI,1970,0
BMU,KHM,1970,0
BMU,CMR,1970,0
BMU,CAN,1970,8
BMU,CPV,1970,0
BMU,CYM,1970,0
BMU,CAF,1970,0
BMU,TCD,1970,0
BMU,CHI,1970,0
BMU,CHL,1970,0
BMU,CHN,1970,0
BMU,COL,1970,0
BMU,COM,1970,0
BMU,COD,1970,0
BMU,COG,1970,0
BMU,COK,1970,0
BMU,CRI,1970,0
BMU,CIV,1970,0
BMU,HRV,1970,0
BMU,CUB,1970,50
BMU,CYP,1970,0
BMU,CZE,1970,0
BMU,DNK,1970,0
BMU,DJI,1970,0
BMU,DMA,1970,0
BMU,DOM,1970,19
BMU,ECU,1970,0
BMU,EGY,1970,0
BMU,SLV,1970,0
BMU,GNQ,1970,0
BMU,ERI,1970,0
BMU,EST,1970,0
BMU,ETH,1970,0
BMU,FRO,1970,0
BMU,FLK,1970,0
BMU,FJI,1970,1
BMU,FIN,1970,0
BMU,FRA,1970,0
BMU,GUF,1970,0
BMU,PYF,1970,0
BMU,GAB,1970,0
BMU,GMB,1970,0
BMU,GEO,1970,0
BMU,DEU,1970,0
BMU,GHA,1970,0
BMU,GIB,1970,0
BMU,GRC,1970,0
BMU,GRL,1970,0
BMU,GRD,1970,0
BMU,GLP,1970,0
BMU,GUM,1970,0
BMU,GTM,1970,0
BMU,GIN,1970,0
BMU,GNB,1970,0
BMU,GUY,1970,0
BMU,HTI,1970,0
BMU,HND,1970,0
BMU,HKG,1970,0
BMU,HUN,1970,0
BMU,ISL,1970,0
BMU,IND,1970,0
BMU,IDN,1970,0
BMU,IRN,1970,0
BMU,IRQ,1970,0
BMU,IRL,1970,0
BMU,IMN,1970,0
BMU,ISR,1970,0
BMU,ITA,1970,0
BMU,JAM,1970,1
BMU,JPN,1970,0
BMU,JOR,1970,0
BMU,KAZ,1970,0
BMU,KEN,1970,0
BMU,KIR,1970,0
BMU,PRK,1970,0
BMU,KOR,1970,0
BMU,XKX,1970,0
BMU,KWT,1970,0
BMU,KGZ,1970,0
BMU,LAO,1970,0
BMU,LVA,1970,0
BMU,LBN,1970,0
BMU,LSO,1970,0
BMU,LBR,1970,1
BMU,LBY,1970,0
BMU,LIE,1970,0
BMU,LTU,1970,0
BMU,LUX,1970,0
BMU,MAC,1970,0
BMU,MKD,1970,0
BMU,MDG,1970,0
BMU,MWI,1970,0
BMU,MYS,1970,0
BMU,MDV,1970,0
BMU,MLI,1970,0
BMU,MLT,1970,0
BMU,MHL,1970,0
BMU,MTQ,1970,0
BMU,MRT,1970,0
BMU,MUS,1970,0
BMU,MYT,1970,0
BMU,MEX,1970,3
BMU,FSM,1970,0
BMU,MDA,1970,0
BMU,MCO,1970,0
BMU,MNG,1970,0
BMU,MNE,1970,0
BMU,MSR,1970,0
BMU,MAR,1970,0
BMU,MOZ,1970,0
BMU,MMR,1970,0
BMU,NAM,1970,0
BMU,NRU,1970,0
BMU,NPL,1970,0
BMU,NLD,1970,0
BMU,ANT,1970,2
BMU,NCL,1970,0
BMU,NZL,1970,109
BMU,NIC,1970,0
BMU,NER,1970,0
BMU,NGA,1970,0
BMU,NIU,1970,0
BMU,NFK,1970,0
BMU,MNP,1970,0
BMU,NOR,1970,3
BMU,OMN,1970,0
BMU,PAK,1970,0
BMU,PLW,1970,0
BMU,PAN,1970,0
BMU,PNG,1970,2
BMU,PRY,1970,0
BMU,PER,1970,0
BMU,PHL,1970,0
BMU,POL,1970,0
BMU,PRT,1970,0
BMU,PRI,1970,2
BMU,QAT,1970,0
BMU,REU,1970,0
BMU,ROU,1970,0
BMU,RUS,1970,0
BMU,RWA,1970,0
BMU,SHN,1970,0
BMU,SPM,1970,0
BMU,WSM,1970,0
BMU,SMR,1970,0
BMU,STP,1970,0
BMU,SAU,1970,0
BMU,SEN,1970,0
BMU,SRB,1970,0
BMU,SCG,1970,0
BMU,SYC,1970,0
BMU,SLE,1970,0
BMU,SGP,1970,0
BMU,SVK,1970,0
BMU,SVN,1970,0
BMU,SLB,1970,0
BMU,SOM,1970,0
BMU,ZAF,1970,18
BMU,ESP,1970,2
BMU,LKA,1970,0
BMU,KNA,1970,0
BMU,LCA,1970,0
BMU,VCT,1970,0
BMU,SDN,1970,0
BMU,SUR,1970,0
BMU,SWZ,1970,0
BMU,SWE,1970,0
BMU,CHE,1970,0
BMU,SYR,1970,0
BMU,TWN,1970,0
BMU,TJK,1970,0
BMU,TZA,1970,0
BMU,THA,1970,0
BMU,TLS,1970,0
BMU,TGO,1970,0
BMU,TKL,1970,0
BMU,TON,1970,0
BMU,TTO,1970,23
BMU,TUN,1970,0
BMU,TUR,1970,0
BMU,TKM,1970,0
BMU,TCA,1970,0
BMU,TUV,1970,0
BMU,UGA,1970,0
BMU,UKR,1970,0
BMU,ARE,1970,0
BMU,GBR,1970,0
BMU,USA,1970,87
BMU,URY,1970,0
BMU,UZB,1970,0
BMU,VUT,1970,0
BMU,VEN,1970,0
BMU,VNM,1970,0
BMU,VIR,1970,7
BMU,VGB,1970,0
BMU,WLF,1970,0
BMU,PSE,1970,0
BMU,YEM,1970,0
BMU,ZMB,1970,0
BMU,ZWE,1970,0
BTN,AFG,1970,4
BTN,ALB,1970,0
BTN,DZA,1970,0
BTN,ASM,1970,0
BTN,AND,1970,0
BTN,AGO,1970,0
BTN,AIA,1970,0
BTN,ATG,1970,0
BTN,ARG,1970,0
BTN,ARM,1970,0
BTN,ABW,1970,0
BTN,AUS,1970,0
BTN,AUT,1970,0
BTN,AZE,1970,0
BTN,BHS,1970,0
BTN,BHR,1970,0
BTN,BGD,1970,34
BTN,BRB,1970,0
BTN,BLR,1970,0
BTN,BEL,1970,0
BTN,BLZ,1970,0
BTN,BEN,1970,0
BTN,BMU,1970,0
BTN,BTN,1970,0
BTN,BOL,1970,0
BTN,BIH,1970,0
BTN,BWA,1970,0
BTN,BRA,1970,0
BTN,BRN,1970,0
BTN,BGR,1970,18
BTN,BFA,1970,0
BTN,BDI,1970,0
BTN,KHM,1970,0
BTN,CMR,1970,0
BTN,CAN,1970,4
BTN,CPV,1970,0
BTN,CYM,1970,0
BTN,CAF,1970,0
BTN,TCD,1970,0
BTN,CHI,1970,0
BTN,CHL,1970,0
BTN,CHN,1970,0
BTN,COL,1970,0
BTN,COM,1970,0
BTN,COD,1970,0
BTN,COG,1970,0
BTN,COK,1970,0
BTN,CRI,1970,0
BTN,CIV,1970,0
BTN,HRV,1970,0
BTN,CUB,1970,0
BTN,CYP,1970,0
BTN,CZE,1970,0
BTN,DNK,1970,0
BTN,DJI,1970,0
BTN,DMA,1970,0
BTN,DOM,1970,3
BTN,ECU,1970,0
BTN,EGY,1970,27
BTN,SLV,1970,0
BTN,GNQ,1970,0
BTN,ERI,1970,0
BTN,EST,1970,0
BTN,ETH,1970,0
BTN,FRO,1970,0
BTN,FLK,1970,0
BTN,FJI,1970,0
BTN,FIN,1970,0
BTN,FRA,1970,0
BTN,GUF,1970,0
BTN,PYF,1970,0
BTN,GAB,1970,0
BTN,GMB,1970,0
BTN,GEO,1970,0
BTN,DEU,1970,1
BTN,GHA,1970,0
BTN,GIB,1970,0
BTN,GRC,1970,0
BTN,GRL,1970,0
BTN,GRD,1970,0
BTN,GLP,1970,0
BTN,GUM,1970,0
BTN,GTM,1970,0
BTN,GIN,1970,0
BTN,GNB,1970,0
BTN,GUY,1970,0
BTN,HTI,1970,0
BTN,HND,1970,0
BTN,HKG,1970,8
BTN,HUN,1970,0
BTN,ISL,1970,0
BTN,IND,1970,189
BTN,IDN,1970,0
BTN,IRN,1970,0
BTN,IRQ,1970,0
BTN,IRL,1970,0
BTN,IMN,1970,0
BTN,ISR,1970,0
BTN,ITA,1970,0
BTN,JAM,1970,0
BTN,JPN,1970,0
BTN,JOR,1970,0
BTN,KAZ,1970,0
BTN,KEN,1970,8
BTN,KIR,1970,0
BTN,PRK,1970,0
BTN,KOR,1970,0
BTN,XKX,1970,0
BTN,KWT,1970,0
BTN,KGZ,1970,0
BTN,LAO,1970,0
BTN,LVA,1970,0
BTN,LBN,1970,0
BTN,LSO,1970,0
BTN,LBR,1970,0
BTN,LBY,1970,2
