url,plataforma,sede_id
https://www.instagram.com/arginsweden/,Instagram,ESUEC
https://www.facebook.com/ArgEnTailandiaBangkok/?tn-str=k*F,Facebook,ETAIL
https://www.facebook.com/ArgentinaEnAustria/,Facebook,ETRIA
https://www.instagram.com/argenviena/,Instagram,ETRIA
https://www.facebook.com/ArgEnTunez/,Facebook,ETUNE
https://www.twitter.com/EmbajadaTunez,Twitter,ETUNE
https://www.instagram.com/embargentinatn,Instagram,ETUNE
https://www.youtube.com/channel/UC8kSZug1SPHrp3r1hGzhjtg,Youtube,ETUNE
https://www.facebook.com/ArgentinaEnUcrania,Facebook,EUCRA
https://www.instagram.com/argenucrania/,Instagram,EUCRA
https://www.facebook.com/delegation.argentine/,Facebook,EUNES
https://www.facebook.com/ArgentinaEnHungria,Facebook,EUNGR
https://www.facebook.com/ArgentinaEnUru/,Facebook,EURUG
https://www.instagram.com/argentinaenuru/,Instagram,EURUG
https://www.facebook.com/EmbajadaArgentinaEnVenezuela,Facebook,EVENE
https://www.instagram.com/argenvenezuela/,Instagram,EVENE
https://www.facebook.com/ArgentinaEnVietnam/,Facebook,EVIET
https://www.instagram.com/argenvietnam/,Instagram,EVIET
https://www.facebook.com/ArgEnPalestina,Facebook,REPAL
